hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 1998 Jamaica 18-Year,Kill Devil,United Kingdom,2,4,Aged,/brands/6161-kill-devil-hunter-laing-1998-jamaica-18-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6161/small_kill-devil-hunter-laing-1998-jamaica-18-year.png,4.658133076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 2007 Jamaica Hampden For Thewhiskybarrel 10-Year,Kill Devil,United Kingdom,1,10,Aged,/brands/11689-kill-devil-hunter-laing-2007-jamaica-hampden-for-thewhiskybarrel-10-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.202628554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) Navy Style,Kill Devil,United Kingdom,1,7,Aged,/brands/11233-kill-devil-hunter-laing-navy-style,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 2004 Nicaragua 11-Year,Kill Devil,United Kingdom,2,7,Aged,/brands/3784-kill-devil-hunter-laing-2004-nicaragua-11-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3784/small_Kill_Devil__Hunter_Laing__Nicaragua_2004_11-Year_rum_400px.png,5.111713716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) Nicaragua 17-Year,Kill Devil,United Kingdom,3,7.7,Aged,/brands/5031-kill-devil-hunter-laing-nicaragua-17-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5031/small_kill-devil-hunter-laing-nicaragua-17-year.png,5.392024685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 1999 Nicaragua 18-Year,Kill Devil,United Kingdom,1,5,Aged,/brands/6668-kill-devil-hunter-laing-1999-nicaragua-18-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 2004 Panama 10-Year,Kill Devil,United Kingdom,1,5,Aged,/brands/3803-kill-devil-hunter-laing-2004-panama-10-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3803/small_Kill_Devil__Hunter_Laing__Panama_2004_10-Year_rum_400px.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 1991 Trinidad 23-Year,Kill Devil,United Kingdom,3,7.3,Aged,/brands/3788-kill-devil-hunter-laing-1991-trinidad-23-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3788/small_Kill_Devil__Hunter_Laing__Trinidad_1991_23-Year_rum_400px.png,5.30768441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 1991 Trinidad 24-Year,Kill Devil,United Kingdom,7,7.3,Aged,/brands/3786-kill-devil-hunter-laing-1991-trinidad-24-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3786/small_Kill_Devil__Hunter_Laing__Trinidad_1991_24-Year_rum_400px.png,5.744881488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) 1998 Trinidad Caroni 18-Year,Kill Devil,United Kingdom,4,8.5,Aged,/brands/6268-kill-devil-hunter-laing-1998-trinidad-caroni-18-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6268/small_kill-devil-hunter-laing-trinidad-1998-caroni-18-year.png,5.753723343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) Venezuela 14-Year,Kill Devil,United Kingdom,1,9,Dark,/brands/8607-kill-devil-hunter-laing-venezuela-14-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8607/small_kill-devil-hunter-laing-venezuela-14-year.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kill Devil (Hunter Laing) Venezuela 13-Year,Kill Devil,United Kingdom,0,0,Aged,/brands/6020-kill-devil-hunter-laing-venezuela-13-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kilo Kai Spiced,Kilo Kai,CuraÃ§ao,56,6.9,Spiced,/brands/472-kilo-kai-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/472/small_Kilo_Kai_Spiced_rum.png,6.545154363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kimberley Moon White,Kimberley Moon,Australia,0,0,Light,/brands/626-kimberley-moon-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/626/small_Kimberley_Moon_White_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,King Robert II Dark,Unknown,United Kingdom,3,4,Dark,/brands/4195-king-robert-ii-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4195/small_king-robert-ii-dark.png,4.611877138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,King Robert II White,Unknown,United Kingdom,0,0,Light,/brands/7126-king-robert-ii-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/7126/small_king-robert-ii-white.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kings Bay Gold,Kings Bay,United States,2,5.5,Gold,/brands/473-kings-bay-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/473/small_kings_bay_gold_rum_400px_b.png,4.884923396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kings Bay Silver,Kings Bay,United States,2,3,Light,/brands/1591-kings-bay-silver,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1591/small_kings_bay_silver_rum_400px_b.png,4.506939529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kings Bay Spiced,Kings Bay,United States,1,1,Spiced,/brands/6609-kings-bay-spiced,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.466617536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kingston Black Cherry,Unknown,Barbados,3,1.7,Flavored,/brands/5349-kingston-black-cherry,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5349/small_kingston-black-cherry.png,4.126920555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kingston Spiced,Unknown,Barbados,3,2.3,Spiced,/brands/5348-kingston-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5348/small_kingston-spiced.png,4.253430968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kinky Nero Dark Pleasure,Kinky Nero,Trinidad and Tobago,0,0,Gold,/brands/474-kinky-nero-dark-pleasure,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/474/small_Kinky_Nero_Dark_Pleasure_rum.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kinky Nero Pure Pleasure,Kinky Nero,Trinidad and Tobago,1,2,Light,/brands/475-kinky-nero-pure-pleasure,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/475/small_Kinky_Nero_Pure_Pleasure_rum.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra 2004 CACD Distillery Cask 7 Venezuela,Unknown,Netherlands,1,9,Aged,/brands/6123-kintra-2004-cacd-distillery-cask-7-venezuela,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra 1998 Caroni 19-Year,Unknown,Netherlands,1,7,Aged,/brands/11297-kintra-1998-caroni-19-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/11297/small_caroni-1998-kintra-collection-19-year.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra Guyana Diamond 13-Year,Unknown,Netherlands,2,7,Aged,/brands/5384-kintra-guyana-diamond-13-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5384/small_kintra-guyana-diamond-13-year.png,5.111713716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra 2005 Guyana Port Mourant 12-Year,Unknown,Netherlands,1,9,Aged,/brands/6183-kintra-2005-guyana-port-mourant-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6183/small_kintra-guyana-port-mourant-2005-12-year.png,5.120849552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra Sample Eleven Blended,Unknown,Netherlands,2,7.5,Gold,/brands/11336-kintra-sample-eleven-blended,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra San Christobal de Nicaragua 18-Year,Unknown,Netherlands,1,7,Aged,/brands/5615-kintra-san-christobal-de-nicaragua-18-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5615/small_kintra-san-christobal-de-nicaragua-18-year.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra 2004 The Taylor of Panama 13-Year,Unknown,Netherlands,2,7.5,Aged,/brands/5381-kintra-2004-the-taylor-of-panama-13-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5381/small_kintra-the-taylor-of-panama-2004-13-year.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra The Traveling Man Of Belize 9-Year,Unknown,Netherlands,1,7,Aged,/brands/5616-kintra-the-traveling-man-of-belize-9-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5616/small_kintra-the-traveling-man-of-belize-9-year.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kintra Uitvlugt Guyana 21-Year,Unknown,Netherlands,1,7,Aged,/brands/11331-kintra-uitvlugt-guyana-21-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kirk and Sweeney XO,Kirk and Sweeney,Dominican Republic,1,7,Aged,/brands/11007-kirk-and-sweeney-xo,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kirk and Sweeney 18-Year,Kirk and Sweeney,Dominican Republic,157,8.2,Aged,/brands/2050-kirk-and-sweeney-18-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2050/small_Kirk_and_Sweeney_18-Year_rum_400px.png,7.971428814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kirk and Sweeney 23-Year,Kirk and Sweeney,Dominican Republic,187,8.4,Aged,/brands/2051-kirk-and-sweeney-23-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2051/small_Kirk_and_Sweeney_23-Year_rum_400px.png,8.194692521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kirkland Spiced,Kirkland,United States,37,4.7,Spiced,/brands/2076-kirkland-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2076/small_Kirkland_Spiced_rum_400px.png,4.717545403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kiyomi Kiyomi,Unknown,Japan,1,7,Light,/brands/9029-kiyomi-kiyomi,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Knockemdown Key 100 Proof,Knockemdown Key,"Virgin Islands, U.S.",0,0,Overproof,/brands/476-knockemdown-key-100-proof,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/476/small_Knockemdown_Key_100_Proof_rum.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Knock On Wood Amber,Unknown,Canada,2,8,Gold,/brands/8986-knock-on-wood-amber,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8986/small_knock-on-wood-amber.png,5.262907262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Knox Whiskey Works 3 Rivers Maple,Unknown,United States,1,5,Flavored,/brands/10754-knox-whiskey-works-3-rivers-maple,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ko Hana Kea,Unknown,United States,4,6.5,Agricole,/brands/4179-ko-hana-kea,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4179/small_Ko_Hana_Kea_rum_400px.png,5.228377985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ko Hana KEA - Collection,Unknown,United States,1,6,Agricole,/brands/6172-ko-hana-kea-collection,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.875512546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ko Hana KOA,Unknown,United States,2,7.5,Agricole,/brands/6113-ko-hana-koa,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6113/small_Ko_Hana_KOA_rum_400px.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ko Hana KOHO,Unknown,United States,2,8,Agricole,/brands/6112-ko-hana-koho,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6112/small_Ko_Hana_KOHO_rum_400px.png,5.262907262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Ko Hana KOKOLEKA,Unknown,United States,1,4,Flavored,/brands/6097-ko-hana-kokoleka,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6097/small_Ko_Hana_KOKOLEKA_rum_400px.png,4.711954542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koh Samui Coconut,Koh Samui,Thailand,0,0,Flavored,/brands/2010-koh-samui-coconut,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koh Samui Lime,Koh Samui,Thailand,0,0,Flavored,/brands/2012-koh-samui-lime,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koh Samui Nature,Koh Samui,Thailand,0,0,Flavored,/brands/2011-koh-samui-nature,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koh Samui Orange,Koh Samui,Thailand,0,0,Flavored,/brands/2008-koh-samui-orange,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koh Samui Pineaple,Koh Samui,Thailand,0,0,Flavored,/brands/2009-koh-samui-pineaple,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koko Kanu Coconut,Koko Kanu,Jamaica,22,7.5,Flavored,/brands/477-koko-kanu-coconut,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/477/small_Koko_Kanu_rum.png,6.579319695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Coconut,Koloa,United States,15,7.7,Flavored,/brands/2210-koloa-coconut,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2210/small_Koloa_Coconut_rum_400px.png,6.447980976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Coffee,Koloa,United States,13,7.8,Flavored,/brands/2270-koloa-coffee,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2270/small_Koloa_Coffee_rum_400px.png,6.398284997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Dark,Koloa,United States,44,7.1,Dark,/brands/478-koloa-dark,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/478/small_Koloa_Dark_rum.png,6.627392466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Gold,Koloa,United States,13,5.4,Gold,/brands/479-koloa-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/479/small_Koloa_Gold_rum.png,5.110522912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Kaua'i Reserve 4-Year,Koloa,United States,1,5,Aged,/brands/8913-koloa-kaua-i-reserve-4-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Kauai Reserve 3-Year,Koloa,United States,8,6.9,Aged,/brands/5936-koloa-kauai-reserve-3-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5936/small_koloa-kauai-reserve-3-year.png,5.659335678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa Spice,Koloa,United States,18,6.1,Spiced,/brands/480-koloa-spice,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/480/small_Koloa_Spice_rum.png,5.591135614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Koloa White,Koloa,United States,7,5.6,Light,/brands/481-koloa-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/481/small_Koloa_White_rum.png,5.092042493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Komandor Black,Unknown,Estonia,1,2,Dark,/brands/8402-komandor-black,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8402/small_komandor-black.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Komandor White,Unknown,Estonia,1,1,Light,/brands/8401-komandor-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8401/small_komandor-white.png,4.466617536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kord TuzemskÃ½,Kord,Czech Republic,6,4.5,Gold,/brands/4199-kord-tuzemsky,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4199/small_kord-tuzemsky.png,4.679462658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kozi Bay Gold,Kozi Bay,Barbados,0,0,Gold,/brands/1589-kozi-bay-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1589/small_kozi_bay_gold_rum_400px_b.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Kozi Bay Silver,Kozi Bay,Barbados,2,1,Light,/brands/1590-kozi-bay-silver,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1590/small_kozi_bay_silver_rum_400px_b.png,4.204552436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,Krafted Small Batch Pineapple Infused,Unknown,United States,0,0,Flavored,/brands/10875-krafted-small-batch-pineapple-infused,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
