hydro_rum_name,label_abv,hydro_abv,additives_g_l,hydro_source,name,company,country,ratings,score,type,rum_url,img_url,br_score,id,itemId,itemNumber,company_name,name2,price,volume,pricePerLiter,salesStart,packaging,seal,origin,countryOfOrigin,producer,supplier,vintage,alcoholByVolume,assortment,organic,kosher,base,price_per_liter_usd
Appleton 30 Year Old (2nd Edition),45,45,0,rumshopboy,Appleton Estate Limited Edition 30-Year,Appleton Estate,Jamaica,23,8.8,Aged,/brands/39-appleton-estate-limited-edition-30-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/39/small_Appleton_Estate_30_Year_Limited_Edition_rum.png,7.479769918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate 12,43,42.7,0,decon,Appleton Estate 12-Year,Appleton Estate,Jamaica,556,7,Aged,/brands/37-appleton-estate-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/37/small_Appleton_Estate_12_Year_rum.png,6.955964102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate 12 Year Old,43,43,0,fat rum pirate,Appleton Estate 12-Year,Appleton Estate,Jamaica,556,7,Aged,/brands/37-appleton-estate-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/37/small_Appleton_Estate_12_Year_rum.png,6.955964102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate 21,43,42.8,0,decon,Appleton Estate 21-Year,Appleton Estate,Jamaica,231,8.3,Aged,/brands/38-appleton-estate-21-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/38/small_Appleton_Estate_Limited_Edition_21-Year_rum_400pxb.png,8.136621339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate Aged 21 Years,43,43,0,fat rum pirate,Appleton Estate 21-Year,Appleton Estate,Jamaica,231,8.3,Aged,/brands/38-appleton-estate-21-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/38/small_Appleton_Estate_Limited_Edition_21-Year_rum_400pxb.png,8.136621339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate Rare Blend Aged 12 Years (formerly Extra),43,43,0,fat rum pirate,Appleton Estate Rare Blend 12-Year,Appleton Estate,Jamaica,198,7.4,Aged,/brands/2278-appleton-estate-rare-blend-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2278/small_Angostura_Rare-Blend-12-Year_rum_400px.png,7.259150696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate Reserve (8 Year Old),40,40,0,fat rum pirate,Appleton Estate Reserve,Appleton Estate,Jamaica,104,6.5,Gold,/brands/44-appleton-estate-reserve,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/44/small_Appleton_estate_reserve_rum.png,6.331947565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate Reserve Blend,40,40,0,fat rum pirate,Appleton Estate Reserve Blend,Appleton Estate,Jamaica,64,6.1,Aged,/brands/2084-appleton-estate-reserve-blend,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2084/small_Appleton_Estate_Reserve_Blend_rum_400px.png,5.9022928629999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Estate Signature Blend (formerly V/X),40,40,0,fat rum pirate,Appleton Estate Signature Blend,Appleton Estate,Jamaica,190,5.6,Aged,/brands/3424-appleton-estate-signature-blend,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3424/small_Appleton-Estate_Signature-Blend_rum_400px.png,5.553987092,51001,215592,510,Appleton Estate,Signature Blend,309,700,441.43,2006-10-02,Flaska,NA,NA,Jamaica,Wray & Nephew,Nigab,NA,40.00%,BS,FALSE,FALSE,NA,48.5573
Appleton Estate V/X,40,40,0,fat rum pirate,Appleton Estate V/X,Appleton Estate,Jamaica,261,6.1,Gold,/brands/47-appleton-estate-v-x,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/47/small_Appleton_Estate_VX_rum.png,6.045365195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton EXCLUSIVE Rum,43,43,0,rumshopboy,Appleton Estate Exclusive,Appleton Estate,Jamaica,10,8.6,Aged,/brands/41-appleton-estate-exclusive,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/41/small_Appleton_Estate_Exclusive_rum.png,6.577050829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton Special,40,40,0,fat rum pirate,Appleton Estate Special Gold,Appleton Estate,Jamaica,79,5.3,Gold,/brands/46-appleton-estate-special-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/46/small_Appleton_Estate_Special_Gold_rum_400px.png,5.234713608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appleton White,37.5,37.5,0,fat rum pirate,Appleton Estate White,Appleton Estate,Jamaica,30,5.2,Light,/brands/48-appleton-estate-white,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/48/small_Appleton-Estate_White_rum_400px.png,5.084354108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arcane Extraroma,40,35.1,18,decon,Arcane Extraroma 12-Year,Arcane,Mauritius,144,7.2,Aged,/brands/1075-arcane-extraroma-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1075/small_Arcane_Extraroma_rum.png,7.024619271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arehucas Carta Oro,37.5,35,9,fat rum pirate,Arecha Carta Oro,Arecha,Cuba,2,7.5,Gold,/brands/2226-arecha-carta-oro,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2226/small_Arecha_Carta_Oro_rum_400px.png,5.187310489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlantico Gran Reserva,40,40,0,fat rum pirate,Atlantico Gran Reserva,Atlantico,Dominican Republic,22,6.3,Aged,/brands/5862-atlantico-gran-reserva,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5862/small_atlantico-gran-reserva.png,5.784810902,8230701,5737629,82307,Atlantico,Gran Reserva,578,700,825.71,2017-09-18,Flaska,NA,NA,Dominikanska Republiken,Alebrand spirits company LLC,Fine Brands Sweden AB,NA,40.00%,BS,FALSE,FALSE,NA,90.8281
Atlantico Private Cask,40,33.2,25,decon,Atlantico Private Cask,Atlantico,Dominican Republic,131,6.7,Aged,/brands/67-atlantico-private-cask,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/67/small_Atlantico_Private_Cask_rum_400px.png,6.548061122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Atlantico Reserva,40,38.5,6,fat rum pirate,Atlantico Reserva,Atlantico,Dominican Republic,46,6.1,Gold,/brands/68-atlantico-reserva,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/68/small_Atlantico_Reserva_rum.png,5.840107855,8608601,5622736,86086,Atlantico,Reserva,459,700,655.71,2017-09-18,Flaska,NA,NA,Dominikanska Republiken,Alebrand spirits company LLC,Fine Brands Sweden AB,NA,40.00%,BS,FALSE,FALSE,NA,72.1281
Bacardi 8,40,37,12,fat rum pirate,Bacardi 8,Bacardi,Puerto Rico,390,6.8,Aged,/brands/74-bacardi-8,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/74/small_Bacardi_8_Year_rum.png,6.743341995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Anejo Cuatro Aged 4 Years,40,38,8,fat rum pirate,Bacardi Anejo Cuatro 4-Year,Bacardi,Puerto Rico,40,5.7,Aged,/brands/5976-bacardi-anejo-cuatro-4-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5976/small_bacardi-anejo-cuatro-4-year.png,5.497339717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Carta Fuego (Red Spiced Rum),40,10,92,fat rum pirate,Bacardi Carta Fuego,Bacardi,Puerto Rico,34,6.9,Spiced,/brands/2083-bacardi-carta-fuego,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2083/small_Bacardi_Carta_Fuego_rum_400px.png,6.372549105,53301,936633,533,Bacardi,Carta Fuego,259,700,370,2015-06-01,Flaska,NA,NA,Internationellt märke,Bacardi,Bacardi AB,NA,40.00%,BS,FALSE,FALSE,NA,40.7
Bacardi Gold (Carta Oro),40,40,0,fat rum pirate,Bacardi Gold,Bacardi,Puerto Rico,249,4.6,Gold,/brands/78-bacardi-gold,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/78/small_Bacardi_Gold_rum.png,4.607566397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Gran Reserva,40,35.3,17,decon,Bacardi Gran Reserva 8-Year,Bacardi,Puerto Rico,66,5.9,Aged,/brands/4057-bacardi-gran-reserva-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4057/small_Bacardi_8_Gran_Reserva_rum_400px.png,5.736490656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Gran Reserva (Maestro de Ron),40,35,19,fat rum pirate,Bacardi Gran Reserva Maestro de Ron,Bacardi,Puerto Rico,27,6.1,Light,/brands/1414-bacardi-gran-reserva-maestro-de-ron,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1414/small_bacardi_gran_reserva_maestro_de_ron_rum_orginal_400px.png,5.710937072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Major Lazer Limited Edition,40,38,8,fat rum pirate,Bacardi Major Lazer Limited Edition,Bacardi,Puerto Rico,6,5.2,Dark,/brands/5467-bacardi-major-lazer-limited-edition,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5467/small_bacardi-major-lazer-limited-edition.png,4.923250737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Reserva,40,36,15,fat rum pirate,Bacardi Reserva,Bacardi,Puerto Rico,36,5.8,Gold,/brands/1664-bacardi-reserva,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1664/small_bacardi_reserva_rum_400px_b.png,5.556401169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Reserva Limitada,40,36,15,decon,Bacardi Reserva Limitada,Bacardi,Puerto Rico,74,7.8,Aged,/brands/80-bacardi-reserva-limitada,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/80/small_Bacardi_Reserva_Limitada_rum.png,7.401529672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Reserva Ocho Rare Gold Rum Aged 8 Years (Bottle number AV2630),40,37,12,fat rum pirate,Bacardi Reserva Ocho 8-Year,Bacardi,Puerto Rico,32,6.4,Aged,/brands/6665-bacardi-reserva-ocho-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6665/small_bacardi-reserva-ocho-8-year.png,5.978016138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Spice,40,34.1,22,decon,Bacardi Spice,Bacardi,Puerto Rico,4,6,Spiced,/brands/5123-bacardi-spice,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5123/small_bacardi-spice.png,5.097041645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacardi Superior,37.5,37.5,0,decon,Bacardi Superior,Bacardi,Puerto Rico,555,3.6,Light,/brands/1033-bacardi-superior,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1033/small_Bacardi_Superior_rum.png,3.62330698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banks 5 Island Rum,43,42.5,0,fat rum pirate,Banks 5-Island,Banks,United Kingdom,30,6.5,Light,/brands/88-banks-5-island,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/88/small_Banks_5_Island_rum_400px.png,6.030311379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Banks Connoisseurs Cut Guyana,59.58,59.5,0,fat rum pirate,Banks Guyana Connoisseur's Cut 56.46%,Banks,United Kingdom,2,8,Aged,/brands/3593-banks-guyana-connoisseur-s-cut-56-46,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3593/small_Banks_Guyana_Connoisseur_s_Cut_56.46__rum_400px.png,5.262907262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barbancourt 5 Star (8 Year Old),43,41.5,6,fat rum pirate,Barbancourt 5 Star Reserve Especiale 8-Year,Barbancourt,Haiti,165,6.5,Aged,/brands/91-barbancourt-5-star-reserve-especiale-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/91/small_barbancourt-5-star-reserve-especiale-8-year-rum.png,6.390117629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayou Select,40,39.5,0,fat rum pirate,Bayou Select,Bayou,United States,36,6.4,Aged,/brands/1980-bayou-select,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1980/small_Bayou_Select_rum_400.png,6.013756222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bayou Single Barrel,40,40,0,fat rum pirate,Bayou Special Release Single Barrel,Bayou,United States,5,8.2,Dark,/brands/8433-bayou-special-release-single-barrel,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/8433/small_bayou-special-release-single-barrel.png,5.830520896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermudez 1852 Aniversario,40,40,0,fat rum pirate,Bermudez Aniversario,Unknown,Dominican Republic,45,7,Aged,/brands/745-bermudez-aniversario,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/745/small_Ron_Bermudez_Aniversario_rum.png,6.555766463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berrys' Barbados Rum Aged 12 Years,46,46,0,fat rum pirate,Berry Bros. & Rudd Barbados 12-Year,Unknown,Jamaica,2,9,Aged,/brands/8596-berry-bros-rudd-barbados-12-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,5.414100809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berrys' Finest Fijian Rum Aged 8 Years,46,47,0,fat rum pirate,Berry's Fijian 8-Year,Berry's,Caribbean,2,4.5,Aged,/brands/2400-berry-s-fijian-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2400/small_Berry_s_Fijian-8-Year_rum_400px.png,4.733729849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berrys' Panama Aged 11 Years,46,44,9,fat rum pirate,Berry Bros. & Rudd Panama 11-Year,Unknown,Jamaica,1,5,Aged,/brands/5800-berry-bros-rudd-panama-11-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.793733544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berrys' St Lucia Aged 11 Years,46,46,0,fat rum pirate,Berry Bros. & Rudd 1999 St. Lucia 11-Year,Unknown,Jamaica,1,2,Aged,/brands/5889-berry-bros-rudd-1999-st-lucia-11-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.548396538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Magic - Black Spiced,40,20,64,fat rum pirate,Black Magic Black Spiced,Black Magic,Caribbean,58,6.6,Aged,/brands/2007-black-magic-black-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/2007/small_Black_Magic_Black_Spiced_rum_400px.png,6.304062753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Tears Spiced Rum,40,37.5,10,fat rum pirate,Black Tears Spiced,Unknown,Cuba,18,5.8,Spiced,/brands/5156-black-tears-spiced,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5156/small_black-tears-spiced.png,5.406381761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blackadder Hampden Aged 16 Years,56.1,56.5,0,fat rum pirate,"Blackadder Finest Jamaica Hampden 56,1% 16-Year",Blackadder,Caribbean,1,7,Aged,/brands/5413-blackadder-finest-jamaica-hampden-56-1-16-year,https://d1jtwiy8m5zi8a.cloudfront.net/assets/default_bottle_preview-c15f89a45f2ac217ac2081f4b07bc3d7c42a426b9e45d990a0993f53cc262b2a.png,4.957291548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blackadder Raw Cask Jamaica Hampden Rum 15 Years Old,57,57,0,fat rum pirate,Blackadder Jamaica Hamden 15-Year,Blackadder,Caribbean,2,9,Aged,/brands/3984-blackadder-jamaica-hamden-15-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3984/small_blackadder-jamaica-hamden-15-year.png,5.414100809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blackadder Raw Cask Rum Foursquare 11 Years Old,62,62,0,fat rum pirate,Blackadder Barbados Raw Cask Four Square 11-Year,Blackadder,Caribbean,2,7,Aged,/brands/5260-blackadder-barbados-raw-cask-four-square-11-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5260/small_blackadder-barbados-raw-cask-four-square-11-year.png,5.111713716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botran Ron Anejo 12,40,40,0,fat rum pirate,Botran Anejo 12-Year,Unknown,Guatemala,40,6.3,Aged,/brands/754-botran-anejo-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/754/small_Ron_Botran__Anejo_12_rum.png,5.965832798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botran Ron Anejo 18 Sistema Solera,40,40,0,fat rum pirate,Botran 18-Year,Unknown,Guatemala,53,6.6,Aged,/brands/3980-botran-18-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3980/small_ron-botran-18-year.png,6.281024756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botran Ron Anejo 8 Sistema Solera,40,40,0,fat rum pirate,Botran Anejo 8-Year,Unknown,Guatemala,12,5.5,Aged,/brands/755-botran-anejo-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/755/small_Ron_Botran_Anejo_8_rum_400px.png,5.149722149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classic Rum 8 Year Worthy Park Estate,43,43,0,fat rum pirate,Bristol Classic 2007 Jamaica Worhty Park 8-Year,Bristol Classic,United Kingdom,3,7.7,Aged,/brands/4278-bristol-classic-2007-jamaica-worhty-park-8-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4278/small_bristol-classic-2007-jamaica-worhty-park-8-year.png,5.392024685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classic Rum Barbados Foursquare 2004-2016,43,43,0,fat rum pirate,Bristol Classic 2004 Foursquare,Bristol Classic,United Kingdom,1,8,Aged,/brands/4987-bristol-classic-2004-foursquare,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4987/small_bristol-classic-2004-foursquare.png,5.03907055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classic Rum Caroni 1997,61.5,62,0,fat rum pirate,Bristol Classic 1997 Caroni,Bristol Classic,United Kingdom,12,8.6,Aged,/brands/3894-bristol-classic-1997-caroni,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/3894/small_bristol-classic-caroni-1997.png,6.751232196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classic Rum Cuban Rum 2003-2013,43,43,0,fat rum pirate,Bristol Classic 2003 Cuban Sancti Spiritus 12-Year,Bristol Classic,United Kingdom,4,7.3,Aged,/brands/4276-bristol-classic-2003-cuban-sancti-spiritus-12-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/4276/small_bristol-classic-2003-cuban-sancti-spiritus-12-year.png,5.438516128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classic Rum Reserve Rum of Grenada (Distilled in 2003),43,43,0,fat rum pirate,Bristol Classic 2003 Grenada,Bristol Classic,United Kingdom,0,0,Aged,/brands/5065-bristol-classic-2003-grenada,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5065/small_Bristol_Classic_Grenada_2003_rum_400px.png,4.77536295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classis Rum Caroni 1974,46,46.5,0,decon,Bristol Classic 1974 Trinidad,Bristol Classic,United Kingdom,9,9,Aged,/brands/169-bristol-classic-1974-trinidad,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/169/small_Caroni_1974_Trinidad_rum.png,6.655014284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classis Rum Caroni 1996,43,43.5,0,decon,Bristol Classic 1996 Trinidad,Bristol Classic,United Kingdom,16,7.9,Aged,/brands/171-bristol-classic-1996-trinidad,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/171/small_Caroni_1996_Trinidad_rum.png,6.611489361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Classis Rum Rockley Still 1986 (Sherry Finish),46,42.6,15,decon,Bristol Classic 1986 Barbados Rockley Still 26-Year,Bristol Classic,United Kingdom,2,8.5,Aged,/brands/5403-bristol-classic-1986-barbados-rockley-still-26-year,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5403/small_bristol-classic-barbados-rockley-still-1986-26-year.png,5.338504035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Port Morant 1999 (Bottled 2014) Port Cask Finish,46,44,8,fat rum pirate,Bristol Classic 1999 Port Morant Demerara Port Finish,Bristol Classic,United Kingdom,4,7.8,Aged,/brands/6580-bristol-classic-1999-port-morant-demerara-port-finish,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6580/small_bristol-classic-1999-port-morant-demerara-port-finish.png,5.569852468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol Port Morant 1999 (Bottled 2015),46,46,0,fat rum pirate,Bristol Classic 1999 Port Morant Demerara Port Finish,Bristol Classic,United Kingdom,4,7.8,Aged,/brands/6580-bristol-classic-1999-port-morant-demerara-port-finish,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/6580/small_bristol-classic-1999-port-morant-demerara-port-finish.png,5.569852468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brugal 1888,40,37.1,12,decon,Brugal 1888,Brugal,Dominican Republic,236,7.5,Aged,/brands/143-brugal-1888,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/143/small_brugal-1888.png,7.376258243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brugal Anejo,38,36.1,7,decon,Brugal Anejo,Brugal,Dominican Republic,30,5.8,Aged,/brands/5649-brugal-anejo,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/5649/small_brugal-anejo.png,5.520949772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brugal Especial Dry,40,39.5,0,fat rum pirate,Brugal Especial Extra Dry,Brugal,Dominican Republic,26,5.9,Aged,/brands/1032-brugal-especial-extra-dry,https://d19vk5i0q1xlsm.cloudfront.net/uploads/brand/image/1032/small_brugal_especial_extra_dry_rum.png,5.560806761,8624001,656020,86240,Brugal,Especial Extra Dry,269,700,384.29,2012-04-02,Flaska,NA,NA,Dominikanska Republiken,Brugal & Co,Edrington Sweden AB,NA,40.00%,BS,FALSE,FALSE,NA,42.2719
