"","id","itemId","itemNumber","name","name2","price","volume","pricePerLiter","salesStart","packaging","seal","origin","countryOfOrigin","producer","supplier","vintage","alcoholByVolume","assortment","organic","kosher","base","price_per_liter_use"
"1","8733002","1003072","87330","Rhum Selection","Barbados",555,500,1110,"2015-10-01","Flaska","","","Barbados","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",122.1
"2","8797202","1003078","87972","Rhum Selection","Guatemala",555,500,1110,"2015-10-01","Flaska","","","Guatemala","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",122.1
"3","8767002","1003081","87670","Rhum Selection","Trinidad",555,500,1110,"2015-10-01","Flaska","","","Trinidad","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",122.1
"4","8767202","1003084","87672","Rhum Selection","Paraguay",599,500,1198,"2015-10-01","Flaska","","","Paraguay","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",131.78
"5","8767702","1003087","87677","Rhum Selection","Belize",599,500,1198,"2015-10-01","Flaska","","","Belize","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",131.78
"6","8716301","10287509","87163","Cubaney","Exquisito 21 Years",797,700,1138.57,"2018-01-29","Flaska","","","Dominikanska Republiken","Oliver & Oliver","Dica Vin & Sprit HB","","38.00%","BS",FALSE,FALSE,"",125.2427
"7","8015601","10287510","80156","Cubaney","Estupendo 15 Years",638,700,911.43,"2018-01-29","Flaska","","","Dominikanska Republiken","Oliver & Oliver","Dica Vin & Sprit HB","","38.00%","BS",FALSE,FALSE,"",100.2573
"8","8247701","10287512","82477","Ophyum","23 Years",1142,700,1631.43,"2018-01-29","Flaska","","","Dominikanska Republiken","Oliver & Oliver","Dica Vin & Sprit HB","","40.00%","BS",FALSE,FALSE,"",179.4573
"9","8581301","1030104","85813","Gold of Mauritius","",539,700,770,"2015-12-01","Flaska","","","Mauritius","Litchquor Ltd","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",84.7
"10","8567501","1030107","85675","Gold of Mauritius","Solera 5",589,700,841.43,"2015-12-01","Flaska","","","Mauritius","Litchquor Ltd","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",92.5573
"11","8513701","1030130","85137","Club Mauritius","Rum",399,700,570,"2015-12-01","Flaska","","","Mauritius","Litchquor Ltd","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",62.7
"12","8513501","1030422","85135","Ron Aldea Familia","",697,700,995.71,"2015-12-01","Flaska","","Kanarieöarna","Spanien","Destilerías Aldea","Herida Aurum AB","1998","40.00%","BS",FALSE,FALSE,"",109.5281
"13","8543002","1030595","85430","Ron Esclavo","Solera XO Cask",787,500,1574,"2015-12-01","Flaska","","","Dominikanska Republiken","1423","1423 Noble Spirit AB","","65.00%","FS",FALSE,FALSE,"",173.14
"14","8305302","10345561","83053","Bielle","Ambré",628,500,1256,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Bielle Distillery","Clydesdale AB","","50.00%","BS",FALSE,FALSE,"",138.16
"15","8322602","10345562","83226","Bielle Vintage","Rhum Vieux Agricole",837,500,1674,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Bielle Distillery","Clydesdale AB","2011","42.00%","BS",FALSE,FALSE,"",184.14
"16","8288901","10345564","82889","Neisson","Batch 2",3781,700,5401.43,"2018-02-05","Flaska","","Martinique","Frankrike","LMDW / Neisson Distillery","Clydesdale AB","2000","48.00%","BS",FALSE,FALSE,"",594.1573
"17","8759301","10345566","87593","Neisson","XO par Neisson",1328,700,1897.14,"2018-02-05","Flaska","","Martinique","Frankrike","LMDW / Neisson Distillery","Clydesdale AB","","48.50%","BS",FALSE,FALSE,"",208.6854
"18","8332301","10345568","83323","Pere Labat","Rhum Extra Vieux Agricole De Marie Galant",1445,700,2064.29,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Domaine Poisson","Clydesdale AB","","42.00%","BS",FALSE,FALSE,"",227.0719
"19","8334701","10345569","83347","Pere Labat","59",578,700,825.71,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Domaine Poisson","Clydesdale AB","","59.00%","BS",FALSE,FALSE,"",90.8281
"20","8334801","10345570","83348","Pere Labat Dore","Rhum Agricole",677,700,967.14,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Domaine Poisson","Clydesdale AB","","50.00%","BS",FALSE,FALSE,"",106.3854
"21","8332501","10345572","83325","Pere Labat Soleil","Rhum Brun Agricole de Marie-Galante",647,700,924.29,"2018-02-05","Flaska","","Guadeloupe","Frankrike","LMDW / Domaine Poisson","Clydesdale AB","","55.00%","BS",FALSE,FALSE,"",101.6719
"22","8278901","10362320","82789","Neisson","Le Rhum Agricole Vieux par Neisson",918,700,1311.43,"2018-02-05","Flaska","","Martinique","Frankrike","LMDW / Neisson Distillery","Clydesdale AB","","45.00%","BS",FALSE,FALSE,"",144.2573
"23","8013901","10362324","80139","Mocambo 10","Solera Edition Aniversario",588,700,840,"2018-02-05","Flaska","","","Mexiko","Licores Veracruz","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",92.4
"24","8732101","10362325","87321","Mangoustan's","Carte Gris",439,700,627.14,"2018-02-05","Flaska","","Franska Antillerna","Frankrike","Slaur SAS","Clydesdale AB","","42.00%","BS",FALSE,FALSE,"",68.9854
"25","8218401","10362798","82184","Uitvlugt","Kill Devil Single Cask Rum 17 Years",1234,700,1762.86,"2018-02-05","Flaska","","","Guyana","Edition Spirits","Clydesdale AB","1999","46.00%","BS",FALSE,FALSE,"",193.9146
"26","8683101","1044408","86831","Botran","Sistema 15 Solera Reserva",429,700,612.86,"2016-01-02","Flaska","Naturkork","","Guatemala","Industria Licorera Quezalteca","Arcus Sweden AB","","40.00%","BS",FALSE,FALSE,"",67.4146
"27","71601","1046335","716","The Brand New Republique","Mango",199,700,284.29,"2016-06-01","Flaska","Syntetkork","","Internationellt märke","Enjoy Wine & Spirits","Enjoy Wine & Spirits AB","","32.00%","BS",FALSE,FALSE,"",31.2719
"28","70701","1051778","707","Noble Selected","Caribbean Rum",269,700,384.29,"2016-06-01","Flaska","","","Trinidad","Facile & Co","Facile & Co AB","","37.50%","BS",FALSE,FALSE,"",42.2719
"29","8340302","10616291","83403","Mocambo","Single Barrel 15 Years",577,500,1154,"2018-02-12","Flaska","","","Mexiko","Licores Veracruz","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",126.94
"30","8662001","1064151","86620","Havana Club","Union",2950,700,4214.29,"2016-03-01","Flaska","","","Kuba","Havana Club International","Pernod Ricard Sweden AB","","40.00%","BS",FALSE,FALSE,"",463.5719
"31","8301801","1066075","83018","Clément","Très Vieux Rhum Agricole 10 Years",699,700,998.57,"2016-03-05","Flaska","","Martinique","Frankrike","H Clément","Cask Sweden AB","","44.00%","BS",FALSE,FALSE,"",109.8427
"32","8300502","1067088","83005","Clément Single Cask Vanille Intense","Tres Vieux Rhum Agricole",579,500,1158,"2016-03-05","Flaska","","Martinique","Frankrike","H Clément","Cask Sweden AB","","42.80%","BS",FALSE,FALSE,"",127.38
"33","8305501","1067115","83055","Ron Quorhum","Aniversario 30 Years",999,700,1427.14,"2016-03-08","Flaska","","","Dominikanska Republiken","Oliver & Oliver International Inc","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",156.9854
"34","8310101","1067150","83101","Ron Quorhum","Años Solera 15 Years",579,700,827.14,"2016-03-08","Flaska","","","Dominikanska Republiken","Oliver & Oliver International Inc","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",90.9854
"35","8350001","1067206","83500","Ron Quorhum","Años Solera 12 Years",479,700,684.29,"2016-03-08","Flaska","","","Dominikanska Republiken","Oliver & Oliver International Inc","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",75.2719
"36","8688001","1068405","86880","Clément","Select Barrel Rhum Agricole",449,700,641.43,"2016-03-18","Flaska","","Martinique","Frankrike","H Clément","Cask Sweden AB","","40.00%","BS",FALSE,FALSE,"",70.5573
"37","59401","1085759","594","The Brand New Republique Gran Añejo","3 años",239,700,341.43,"2016-09-01","Flaska","Syntetkork","","Dominikanska Republiken","Enjoy Wine & Spirits","Enjoy Wine & Spirits AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",37.5573
"38","8627601","1090542","86276","Bacardi Pineapple","",236,700,337.14,"2016-05-18","Flaska","","","Internationellt märke","Bacardi","Bacardi AB","","32.00%","BS",FALSE,FALSE,"",37.0854
"39","8616201","1090595","86162","Zafra","Ron Master Reserve 21 Years",897,700,1281.43,"2016-05-20","Flaska","","","Panama","Bodegas América","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",140.9573
"40","8684601","1092572","86846","Trigo","Reserva Aneja",695,700,992.86,"2016-06-01","Flaska","","Puerto Rico","USA","Trigo Corporation","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",109.2146
"41","8733701","1096566","87337","English Harbour","Reserve 10 Years",695,700,992.86,"2016-06-01","Flaska","","","Antigua & Barbuda","Antigua Distillery Ltd","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",109.2146
"42","8706601","1096607","87066","English Harbour","5 Years",398,700,568.57,"2016-06-01","Flaska","","","Antigua & Barbuda","Antigua Distillery Ltd","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",62.5427
"43","8797201","1101832","87972","Cubaney Tesoro","Gran Reserva 25 Years",992,700,1417.14,"2016-06-16","Flaska","","","Dominikanska Republiken","Oliver & Oliver International","Dica Vin & Sprit HB","","38.00%","BS",FALSE,FALSE,"",155.8854
"44","8171802","11024770","81718","Phantom Spirits","Mikkeller Beer Geek Vanilla Shake Cask 4 Years",397,500,794,"2018-03-05","Flaska","","","Guatemala","Phantom Spirits ApS","Brill & Co AB","","43.00%","BS",FALSE,FALSE,"",87.34
"45","8171402","11025130","81714","AB Svenska Sprit","Rom Blank",299,500,598,"2018-03-05","Flaska","","","Sverige","AB Svenska Sprit TBH","AB Svenska Sprit TBH","","38.00%","BS",FALSE,FALSE,"",65.78
"46","1030601","1106218","10306","J Bally","7 ans Pyramide",519,700,741.43,"2016-12-01","Flaska","","Martinique","Frankrike","La Martiniquaise","Moestue Grape Selections AB","","45.00%","BS",FALSE,FALSE,"",81.5573
"47","8600301","1118799","86003","Rhum Bielle","40th Anniversary",1286,700,1837.14,"2016-08-05","Flaska","","Guadeloupe","Frankrike","Distillerie Bielle","Clydesdale AB","2008","53.40%","BS",FALSE,FALSE,"",202.0854
"48","8744401","1118805","87444","Rhum Bielle","Small Batch",2456,700,3508.57,"2016-08-05","Flaska","","Guadeloupe","Frankrike","Distillerie Bielle","Clydesdale AB","2001","45.00%","BS",FALSE,FALSE,"",385.9427
"49","8916401","1121160","89164","Port Mourant","White",816,700,1165.71,"2016-08-05","Flaska","","","Guyana","LMDW / Velier S.p.A","Clydesdale AB","","59.00%","BS",FALSE,FALSE,"",128.2281
"50","8976801","1122073","89768","Trinidad Kill Devil","24 Years",1811,700,2587.14,"2016-08-05","Flaska","","","Trinidad","Edition Spirits","Clydesdale AB","","46.00%","BS",FALSE,FALSE,"",284.5854
"51","8250502","1125548","82505","Rhum","Extra Premium Selection 24 years",1699,500,3398,"2016-09-01","Flaska","","","Trinidad","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",373.78
"52","8253902","1125670","82539","Rhum","Extra Premium Selection 10 years",739,500,1478,"2016-09-01","Flaska","","","Trinidad","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",162.58
"53","8760802","1126302","87608","Rhum Extra Premium Selection","15 Years",799,500,1598,"2016-09-01","Flaska","","","Barbados","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",175.78
"54","8775102","1126589","87751","Rhum Extra Premium Selection","11 Years",749,500,1498,"2016-09-01","Flaska","","","Panama","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",164.78
"55","8705402","1126593","87054","Rhum Extra Premium Selection","12 Years",699,500,1398,"2016-09-01","Flaska","","","Guyana","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",153.78
"56","8653502","1126941","86535","Rhum","Extra Premium Selection 11 Years",779,500,1558,"2016-09-01","Flaska","","","Fiji","Granqvist Beverage House AB","Granqvist Beverage House AB","","45.00%","BS",FALSE,FALSE,"",171.38
"57","35604","1133040","356","Diplomático","Reserva Exclusiva",639,600,1065,"2016-09-13","12 fl à 50 ml","","","Venezuela","Destilerías Unidas","Handpicked Wines Sweden AB","","40.00%","BS",FALSE,FALSE,"",117.15
"58","8611901","1140998","86119","1787 Angostura","15 Years",791,700,1130,"2016-10-03","Flaska","","","Trinidad","Angostura","Hermansson & Co AB","","40.00%","BS",FALSE,FALSE,"",124.3
"59","32201","1143486","322","Havana Club","Añejo 7 años",279,700,398.57,"2016-12-01","Flaska","","","Kuba","Havana Club International","Pernod Ricard Sweden AB","","40.00%","FS",FALSE,FALSE,"",43.8427
"60","8781601","1147427","87816","Ron Aldea","Maestro",548,700,782.86,"2016-10-21","Flaska","","Kanarieöarna","Spanien","Destilerías Aldea","Herida Aurum AB","","40.00%","BS",FALSE,FALSE,"",86.1146
"61","8638301","1150413","86383","Bristol Classic Rum","Port Morant Demerara 16 Years",1374,700,1962.86,"2016-10-24","Flaska","","","Guyana","Bristol Spirits","Clydesdale AB","1999","46.00%","BS",FALSE,FALSE,"",215.9146
"62","8623501","1156972","86235","Noble Selected","Caribbean Rum",349,700,498.57,"2016-12-01","Flaska","","","Trinidad","Facile & Co","Facile & Co AB","","43.00%","BS",FALSE,FALSE,"",54.8427
"63","8530201","1161063","85302","Ron Zacapa","Edicion Negra",749,700,1070,"2016-12-01","Flaska","","","Guatemala","Diageo Plc","Diageo Sweden AB","","43.00%","BS",FALSE,FALSE,"",117.7
"64","8559702","1163222","85597","Stroh","60%",299,500,598,"2016-12-16","Flaska","","","Österrike","Sebastian Stroh","Hermansson & Co AB","","60.00%","BS",FALSE,FALSE,"",65.78
"65","8675902","1163836","86759","Stroh","40%",249,500,498,"2016-12-09","Flaska","","","Österrike","Sebastian Stroh","Hermansson & Co AB","","40.00%","BS",FALSE,FALSE,"",54.78
"66","8789102","1164767","87891","STROH","80",369,500,738,"2016-12-08","Flaska","","","Österrike","SEBASTIAN STROH GESMBH","Hermansson & Co AB","","80.00%","BS",FALSE,FALSE,"",81.18
"67","8730501","11688030","87305","Cavalier","Antigua White",458,1000,458,"2018-04-03","Flaska","","","Antigua & Barbuda","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",50.38
"68","8760901","11688031","87609","Cavalier","Antigua Gold",458,1000,458,"2018-04-03","Flaska","","","Antigua & Barbuda","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",50.38
"69","8270001","11688053","82700","Hampden Estate","Gold",439,700,627.14,"2018-04-03","Flaska","","","Jamaica","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",68.9854
"70","7593301","1175257","75933","Secret Treasures","Central America 10 Years",594,700,848.57,"2017-01-09","Flaska","","","Tyskland","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",93.3427
"71","8588901","1175386","85889","St Nicholas Abbey","12 Years",1431,700,2044.29,"2017-01-09","Flaska","","","Barbados","St Nicholas Abbey","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",224.8719
"72","8541901","1175392","85419","Secret Treasures","South America 15 Years",752,700,1074.29,"2017-01-09","Flaska","","","Tyskland","Haromex Development GmbH","Clydesdale AB","","42.00%","BS",FALSE,FALSE,"",118.1719
"73","8703601","1176629","87036","Uitvlugt","Kill Devil Single Cask Rum",1232,700,1760,"2017-01-09","Flaska","","","Guyana","Edition Spirits","Clydesdale AB","1998","46.00%","BS",FALSE,FALSE,"",193.6
"74","8508101","1180925","85081","Guyana","Diamond Pot Still 12 Years",1133,700,1618.57,"2017-01-20","Flaska","","","Guyana","Edition Spirits","Clydesdale AB","","61.10%","BS",FALSE,FALSE,"",178.0427
"75","8701301","1181496","87013","Caroni","Kill Devil 17 Years",2890,700,4128.57,"2017-01-20","Flaska","","","Trinidad","Edition Spirits","Clydesdale AB","1998","63.10%","BS",FALSE,FALSE,"",454.1427
"76","11501","1187746","115","Botran","Reserva Blanca",329,700,470,"2017-06-01","Flaska","Naturkork","","Guatemala","Industria Licorera Quezalteca","Arcus Sweden AB","","40.00%","BS",FALSE,FALSE,"",51.7
"77","8218801","12155374","82188","Novo Fogo","Tanager Cachaça",629,700,898.57,"2018-04-16","Flaska","","","Brasilien","Novo Fogo","Barkonsult Jakobsson & Lövgren AB","","42.00%","BS",FALSE,FALSE,"",98.8427
"78","8270801","12155375","82708","Novo Fogo","Barrel-Aged Cachaça",608,700,868.57,"2018-04-16","Flaska","","","Brasilien","Novo Fogo","Barkonsult Jakobsson & Lövgren AB","","40.00%","BS",FALSE,FALSE,"",95.5427
"79","8495501","12155376","84955","Novo Fogo","Chameleon Cachaça",598,700,854.29,"2018-04-16","Flaska","","","Brasilien","Novo Fogo","Barkonsult Jakobsson & Lövgren AB","","43.00%","BS",FALSE,FALSE,"",93.9719
"80","8266601","12155377","82666","Novo Fogo","Silver Cachaça",499,700,712.86,"2018-04-16","Flaska","","","Brasilien","Novo Fogo","Barkonsult Jakobsson & Lövgren AB","","40.00%","BS",FALSE,FALSE,"",78.4146
"81","8184801","12155436","81848","Ron","Jungla",583,700,832.86,"2018-04-30","Flaska","Naturkork","Balearerna","Spanien","Bodegas Suau","Taste of Mallorca AB","","40.00%","BS",FALSE,FALSE,"",91.6146
"82","75201","12945562","752","Caña de Emperador","16 Years",599,700,855.71,"2018-09-01","Flaska","","","Guyana","Zonneveld Beverage Company","Multibev AB","","40.00%","BS",FALSE,FALSE,"Sugar Cane",94.1281
"83","8313501","12946234","83135","Penny Blue XO","Batch 005",647,700,924.29,"2018-05-02","Flaska","","","Mauritius","Berry Bros & Rudd","Clydesdale AB","","43.10%","BS",FALSE,FALSE,"",101.6719
"84","8732201","12947973","87322","By the Dutch","Batavia Arrack",599,700,855.71,"2018-05-09","Flaska","","","Indonesien","Zonneveld Beverage Company","Multibev AB","","48.00%","BS",FALSE,FALSE,"",94.1281
"85","4031801","13595932","40318","Plantation","Single Cask Barbados 7 YO Tiny Barrels Mackmyra Ambassador",949,700,1355.71,"2018-10-19","Flaska","","","Barbados","Cognac Ferrand","Spendrups Bryggeri AB","","40.20%","TSE",FALSE,FALSE,"",149.1281
"86","8584601","13904612","85846","Caroni","",2498,700,3568.57,"2018-06-04","Flaska","","","Trinidad","Bristol Spirits","Clydesdale AB","1997","61.50%","BS",FALSE,FALSE,"",392.5427
"87","1142604","14000133","11426","Plantation","Experience",479,600,798.33,"2018-12-01","6 fl à 100 ml","","","Internationellt märke","Cognac Ferrand","Spendrups Bryggeri AB","","41.00%","FS",FALSE,FALSE,"",87.8163
"88","8242401","14025148","82424","Transcontinental Rum Line","Panama",598,700,854.29,"2018-06-11","Flaska","","","Panama","La Maison Du Whisky","Symposion AB","2010","43.00%","BS",FALSE,FALSE,"",93.9719
"89","8278301","14025149","82783","Transcontinental Rum Line","WP Jamaica",747,700,1067.14,"2018-06-11","Flaska","","","Jamaica","La Maison Du Whisky","Symposion AB","2013","57.00%","BS",FALSE,FALSE,"",117.3854
"90","8671901","14074350","86719","Transcontinental Rum Line","Guadeloupe",647,700,924.29,"2018-06-11","Flaska","","Guadeloupe","Frankrike","Le Maison du Whisky","Symposion AB","2014","43.00%","BS",FALSE,FALSE,"",101.6719
"91","8147001","14074361","81470","El Dorado","3 Years",295,700,421.43,"2018-06-11","Flaska","","","Guyana","Demerara Distillers","Altia Sweden AB","","40.00%","BS",FALSE,FALSE,"",46.3573
"92","8125701","14074375","81257","Compagnie Des Indes","Jamaica 5 Years Old Blend",536,700,765.71,"2018-06-11","Flaska","","","Frankrike","Compagnie Des Indes","Symposion AB","","43.00%","BS",FALSE,FALSE,"",84.2281
"93","8128601","14078397","81286","Last Ward Rum","10 Years",1275,700,1821.43,"2018-06-20","Flaska","","","Barbados","Habitation Velier","Symposion AB","2007","59.00%","BS",FALSE,FALSE,"",200.3573
"94","8277601","14078399","82776","Forsyths","Jamaican Pure Single Rum 11 Years",1345,700,1921.43,"2018-06-20","Flaska","","","Jamaica","Habitation Velier","Symposion AB","2006","57.50%","BS",FALSE,FALSE,"",211.3573
"95","8772001","14078400","87720","Last Ward Rum","9 Years",1275,700,1821.43,"2018-06-20","Flaska","","","Barbados","Habitation Velier","Symposion AB","2009","59.00%","BS",FALSE,FALSE,"",200.3573
"96","8287801","14078401","82878","Forsyths","White Jamaican Pure Single Rum",747,700,1067.14,"2018-06-20","Flaska","","","Jamaica","Habitation Velier","Symposion AB","2017","57.00%","BS",FALSE,FALSE,"",117.3854
"97","8586401","14078402","85864","Rhum Bielle","Rhum Agricole Marie-Galante",3785,700,5407.14,"2018-06-20","Flaska","","Guadeloupe","Frankrike","Distillerie Bielle","Symposion AB","2001","53.70%","BS",FALSE,FALSE,"",594.7854
"98","8008101","1417597","80081","Bayou Spiced","",289,700,412.86,"2017-04-21","Flaska","","","USA","Louisiana Spirits","Multibev AB","","40.00%","BS",FALSE,FALSE,"",45.4146
"99","8701901","1419483","87019","Bayou","White",289,700,412.86,"2017-04-21","Flaska","","","USA","Lousiana Spirits LLC","Multibev AB","","40.00%","BS",FALSE,FALSE,"",45.4146
"100","8643801","1419484","86438","Bayou","Rum Reserve",309,700,441.43,"2017-04-21","Flaska","","","USA","Louisiana Spirits","Multibev AB","","40.00%","BS",FALSE,FALSE,"",48.5573
"101","8344501","14212171","83445","Ron Zacapa"," Royal",2599,700,3712.86,"2018-06-25","Flaska","","","Guatemala","Diageo plc","Diageo Sweden AB","","45.00%","BS",FALSE,FALSE,"",408.4146
"102","1145001","14212292","11450","Motörhead","Premium Dark Rum",389,700,555.71,"2018-12-01","Flaska","Skruvkapsyl","","Dominikanska Republiken","Brands For Fans","Brands For Fans Sweden AB","","40.00%","FS",FALSE,FALSE,"Cane Sugar",61.1281
"103","8290601","14276704","82906","Ron Escudero","Reserva",497,700,710,"2018-08-20","Flaska","","","Kuba","Renbjer & Magnusson AB","Renbjer & Magnusson AB","","40.00%","BS",FALSE,FALSE,"",78.1
"104","4040201","14508673","40402","Foursquare","Premise",796,700,1137.14,"2018-09-07","Flaska","Kapsyl","","Barbados","Foursquare Distillery","Renbjer & Magnusson AB","","46.00%","TSE",FALSE,FALSE,"",125.0854
"105","8490301","14618545","84903","Ron Millonario","Reserva Especial Solera 15",699,700,998.57,"2018-07-18","Flaska","","","Peru","Rossi & Rossi","Hvellinge Spritfabriks AB","","40.00%","BS",FALSE,FALSE,"",109.8427
"106","8312501","14618546","83125","Ron Millonario","XO",1129,700,1612.86,"2018-07-23","Flaska","","","Peru","Ron Millonario","Hvellinge Spritfabriks AB","","40.00%","BS",FALSE,FALSE,"",177.4146
"107","8132401","14622185","81324","Bem Bom","Cachaca",396,700,565.71,"2018-10-22","Flaska","Skruvkapsyl","","Brasilien","Bem Bom","Cask Kompaniet AB","","38.00%","BS",FALSE,FALSE,"",62.2281
"108","4034002","14851874","40340","Clément","Rare Cask",1000,500,2000,"2018-11-16","Flaska","","Martinique","Frankrike","Domaine de l'Acajou","Cask Sweden AB","2002","55.20%","TSE",FALSE,FALSE,"",220
"109","8052401","14868625","80524","Plantation Pineapple","",399,700,570,"2018-07-31","Flaska","","","Barbados","Cognac Ferrand","Spendrups Bryggeri AB","","40.00%","FS",FALSE,FALSE,"",62.7
"110","8642601","14994088","86426","Ron Valdeflores","Handcrafted Organic Oaxaca 8 Years",777,700,1110,"2018-10-22","Flaska","Twist off","","Mexiko","Ron Valdeflores","Cask Kompaniet AB","","43.00%","BS",TRUE,FALSE,"",122.1
"111","8324001","14994090","83240","Ron Valdeflores","Blanco Organic",470,700,671.43,"2018-10-22","Flaska","Twist off","","Mexiko","Ron Valdeflores","Cask Kompaniet AB","","43.00%","BS",TRUE,FALSE,"",73.8573
"112","8492702","14994091","84927","Uppsala Distillery Independent Bottler","Barbados Rum 10 Years Old",776,500,1552,"2018-08-01","Flaska","","","Barbados","Foursquare Distillery","Uppsala Destilleri AB","","64.80%","BS",FALSE,FALSE,"",170.72
"113","8111401","14994104","81114","A.H. Riise","Royal Danish Navy Rum",799,700,1141.43,"2018-07-30","Flaska","","","Danmark","A.H.Riise","Multibev AB","","40.00%","BS",FALSE,FALSE,"",125.5573
"114","8664701","15046137","86647","English Harbour","Port Finish",689,700,984.29,"2018-08-06","Flaska","","","Antigua & Barbuda","Antigua Distillery Ltd","Clydesdale AB","","46.00%","BS",FALSE,FALSE,"",108.2719
"115","8122701","15046140","81227","English Harbour","Antigua Rum Madeira Cask Finish",689,700,984.29,"2018-08-06","Flaska","","","Antigua & Barbuda","Antigua Distillery Ltd","Clydesdale AB","","46.00%","BS",FALSE,FALSE,"",108.2719
"116","8267301","15386984","82673","Saint James","XO",499,700,712.86,"2018-08-13","Flaska","Naturkork","Martinique","Frankrike","Saint James","Berntson Brands AB","","43.00%","BS",FALSE,FALSE,"",78.4146
"117","8915601","15557032","89156","Rum-Bar","White Overproof",499,700,712.86,"2018-08-22","Flaska","","","Jamaica","Worthy Park Estate","1423 Noble Spirit AB","","63.00%","BS",FALSE,FALSE,"",78.4146
"118","8201401","15759454","82014","On Deck","Caribbean Rum 15 Years",855,700,1221.43,"2018-09-10","Flaska","","","Övriga ursprung","Haromex Development GmbH","Clydesdale AB","","40.00%","BS",FALSE,FALSE,"",134.3573
"119","37001","15771","370","Captain Morgan","Spiced Gold",256,700,365.71,"1998-08-03","Flaska","","","Jamaica","Captain Morgan","Diageo Sweden AB","","35.00%","FS",FALSE,FALSE,"",40.2281
"120","8653701","16065715","86537","Negrita","Añejo Reserve",229,700,327.14,"2018-09-17","Flaska","Skruvkapsyl","","Frankrike","Bardinet","Berntson Brands AB","","37.50%","BS",FALSE,FALSE,"",35.9854
"121","8140201","16305491","81402","Ron de Jeremy","XXXO Notre Dam",897,700,1281.43,"2018-09-17","Flaska","","","Barbados","One Eyed Spirits","Herida Aurum AB","","43.00%","BS",FALSE,FALSE,"",140.9573
"122","8305801","16463667","83058","WeiRon","Swe Cask 01",799,700,1141.43,"2018-09-19","Flaska","","","Sverige","Svenska Eldvatten","Svenska Eldvatten AB","","52.70%","BS",FALSE,FALSE,"",125.5573
"123","46401","16871635","464","The Pirate Bay","Silver Rum",234,700,334.29,"2019-03-01","PET-flaska","Skruvkapsyl","","Guatemala","Brands For Fans","Brands For Fans Sweden AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",36.7719
"124","46402","16871636","464","The Pirate Bay","Silver Rum",128,350,365.71,"2019-03-01","PET-flaska","Skruvkapsyl","","Guatemala","Brands For Fans","Brands For Fans Sweden AB","","40.00%","FS",FALSE,FALSE,"Sugar Cane",40.2281
"125","8790001","16890042","87900","Kuna","Panama",395,700,564.29,"2018-11-19","Flaska","Skruvkapsyl","","Panama","Toorank","Galatea AB","","40.00%","BS",FALSE,FALSE,"",62.0719
"126","8331501","16912823","83315","Worthy Park","Single Estate",694,700,991.43,"2018-10-02","Flaska","","","Jamaica","Worthy Park Estate","1423 Noble Spirit AB","","45.00%","BS",FALSE,FALSE,"",109.0573
